Year,Week,Week ending,A/H1N1.proxy,A/H3N2.proxy,A/H1N1pdm.proxy,A.proxy,B.proxy
2005,39,01/10/2005,0.361160166,0.090290042,0,0.451450208,0.54174025
2005,40,08/10/2005,0.193303296,0.064434432,0,0.257737728,0.32217216
2005,41,15/10/2005,0.129926163,0,0,0.129926163,0.259852325
2005,42,22/10/2005,0.127650128,0,0,0.127650128,0.382950383
2005,43,29/10/2005,0.067463115,0,0,0.067463115,0.202389344
2005,44,05/11/2005,0,0.064899873,0,0.064899873,0.324499365
2005,45,12/11/2005,0.069848236,0.279392945,0,0.349241181,0.279392945
2005,46,19/11/2005,0.067295769,0.672957685,0,0.740253454,0.134591537
2005,47,26/11/2005,0.069942921,0.139885842,0,0.209828762,0.069942921
2005,48,03/12/2005,0.58293795,0,0,0.58293795,0.145734487
2005,49,10/12/2005,0.27452853,0.137264265,0,0.411792794,0.068632132
2005,50,17/12/2005,0.292345965,0.058469193,0,0.350815158,0.292345965
2005,51,24/12/2005,0.454214913,0.194663534,0,0.648878447,0.778654137
2005,52,31/12/2005,1.363599664,0.227266611,0,1.590866275,1.742377348
2006,1,07/01/2006,1.690768072,0.161025531,0,1.851793602,1.690768072
2006,2,14/01/2006,1.479593347,0.657597043,0,2.13719039,2.465988912
2006,3,21/01/2006,3.56296565,0.222685353,0,3.785651003,3.414508748
2006,4,28/01/2006,2.441154329,0.19272271,0,2.633877039,4.304140527
2006,5,04/02/2006,2.644269149,0.152553989,0,2.796823138,3.254485106
2006,6,11/02/2006,4.361938993,0.408931781,0,4.770870774,4.157473103
2006,7,18/02/2006,4.774696924,0.3913686,0,5.166065524,4.461602044
2006,8,25/02/2006,6.319258728,0.18316692,0,6.502425648,5.952924889
2006,9,04/03/2006,6.937787708,0.23125959,0,7.169047298,4.239759155
2006,10,11/03/2006,7.585936638,0.561921232,0,8.147857871,6.110893403
2006,11,18/03/2006,6.264885274,0.221113598,0,6.485998872,4.864499154
2006,12,25/03/2006,5.757640726,0.247640461,0,6.005281187,2.78595519
2006,13,01/04/2006,4.333631008,0.146902746,0,4.480533754,2.717700802
2006,14,08/04/2006,3.557484311,0.129363066,0,3.686847377,1.422993724
2006,15,15/04/2006,2.539421824,0.076952176,0,2.616374001,1.308187
2006,16,22/04/2006,2.45409743,0.061352436,0,2.515449866,0.858934101
2006,17,29/04/2006,2.144647756,0,0,2.144647756,1.273384605
2006,18,06/05/2006,3.438819059,0,0,3.438819059,1.006483627
2006,19,13/05/2006,3.564230402,0,0,3.564230402,0.660042667
2006,20,20/05/2006,5.211351871,0,0,5.211351871,0.35211837
2006,21,27/05/2006,5.102747822,0,0,5.102747822,0.318921739
2006,22,03/06/2006,6.113153848,0,0,6.113153848,0.349323077
2006,23,10/06/2006,10.51907532,0.075676801,0,10.59475212,0.529737606
2006,24,17/06/2006,16.84431868,0.067108839,0,16.91142752,0.536870715
2006,25,24/06/2006,17.77867717,0.072863431,0,17.8515406,0.510044017
2006,26,01/07/2006,17.82491749,0.061044238,0,17.88596173,0.183132714
2006,27,08/07/2006,10.59495207,0.156575646,0,10.75152772,0.208767529
2006,28,15/07/2006,8.605746163,0.251262662,0,8.857008825,0.188446996
2006,29,22/07/2006,6.367799204,0.22213253,0,6.589931734,0.444265061
2006,30,29/07/2006,3.697891385,0.224114629,0,3.922006014,0.224114629
2006,31,05/08/2006,2.782349125,0.366098569,0,3.148447694,0.146439428
2006,32,12/08/2006,1.637505831,0.372160416,0,2.009666247,0.446592499
2006,33,19/08/2006,1.106787104,0.390630743,0,1.497417847,0.065105124
2006,34,26/08/2006,0.76812749,0.256042497,0,1.024169987,0
2006,35,02/09/2006,0.422474366,0.301767404,0,0.72424177,0.120706962
2006,36,09/09/2006,0.972038864,1.029217621,0,2.001256485,0.114357513
2006,37,16/09/2006,0.655086237,0.774192825,0,1.429279062,0.178659883
2006,38,23/09/2006,1.220189502,1.626919335,0,2.847108837,0.116208524
2006,39,30/09/2006,0.438565518,0.751826603,0,1.190392121,0.062652217
2006,40,07/10/2006,0.332491448,0.581860034,0,0.914351482,0
2006,41,14/10/2006,0.294263416,0.294263416,0,0.588526831,0.058852683
2006,42,21/10/2006,0,0.207403593,0,0.207403593,0.138269062
2006,43,28/10/2006,0.064830374,0.194491121,0,0.259321495,0
2006,44,04/11/2006,0,0,0,0,0
2006,45,11/11/2006,0,0.131039143,0,0.131039143,0
2006,46,18/11/2006,0,0.05145759,0,0.05145759,0
2006,47,25/11/2006,0.065549957,0,0,0.065549957,0.065549957
